"date_collected","site","block","treatment","quad","horizon","root_size","species","mass_g"
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","O","fine","Eriophorum vaginatum",0.006
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","O","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","O","fine","Eriophorum vaginatum",0.237
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","O","fine","Eriophorum vaginatum",0.003
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","O","fine","Eriophorum vaginatum",0.021
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","O","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","O","fine","Eriophorum vaginatum",0.183
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","O","fine","Eriophorum vaginatum",0.001
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","O","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","O","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","O","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","O","fine","Eriophorum vaginatum",0.002
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","O","fine","Eriophorum vaginatum",0.016
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","O","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","O","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","O","coarse","Carex bigelowii",0.037
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","O","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","O","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","O","fine","Carex bigelowii",0.718
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","O","fine","Carex bigelowii",0.028
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","O","fine","Carex bigelowii",0.038
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","O","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","O","fine","Carex bigelowii",0.053
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","O","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","O","fine","Carex bigelowii",0.037
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","O","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","O","fine","Carex bigelowii",0.336
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","O","fine","Carex bigelowii",0.429
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","O","fine","Carex bigelowii",0.02
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","O","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","O","fine","Carex bigelowii",0.066
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","O","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","O","coarse","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","O","fine","Other Graminoids",0.039
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","O","fine","Other Graminoids",0.024
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","O","fine","Other Graminoids",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","O","coarse","Other Roots",0.417
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","O","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","O","fine","Other Roots",0.208
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","O","fine","Other Roots",2.501
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","O","fine","Other Roots",0.12
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","O","fine","Other Roots",2.03
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","O","fine","Other Roots",0.687
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","O","fine","Other Roots",1.253
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","O","fine","Other Roots",0.169
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","O","fine","Other Roots",1.305
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","O","fine","Other Roots",2.383
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","O","fine","Other Roots",0.233
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","O","fine","Other Roots",0.436
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","O","fine","Other Roots",0.481
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","O","fine","Other Roots",0.361
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","O","fine","Other Roots",0.208
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","O","fine","Other Roots",0.65
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","T","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","T","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","T","fine","Eriophorum vaginatum",0.015
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","T","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","T","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","T","fine","Eriophorum vaginatum",0.023
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","T","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","T","fine","Eriophorum vaginatum",0.095
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","T","fine","Eriophorum vaginatum",0.05
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","T","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","T","fine","Eriophorum vaginatum",0.004
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","T","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","T","fine","Eriophorum vaginatum",0.009
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","T","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","T","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","T","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","T","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","T","fine","Carex bigelowii",0.009
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","T","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","T","fine","Carex bigelowii",0.041
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","T","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","T","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","T","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","T","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","T","fine","Carex bigelowii",0.038
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","T","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","T","fine","Carex bigelowii",0.014
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","T","fine","Carex bigelowii",0.92
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","T","fine","Carex bigelowii",0.109
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","T","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","T","fine","Carex bigelowii",0.307
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","T","fine","Carex bigelowii",0.117
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","T","coarse","Other Roots",0.111
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","T","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","T","fine","Other Roots",0.711
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","T","fine","Other Roots",0.393
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","T","fine","Other Roots",0.3
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","T","fine","Other Roots",0.828
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","T","fine","Other Roots",0.18
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","T","fine","Other Roots",0.404
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","T","fine","Other Roots",0.329
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","T","fine","Other Roots",0.818
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","T","fine","Other Roots",0.114
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","T","fine","Other Roots",0.554
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","T","fine","Other Roots",0.58
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","T","fine","Other Roots",0.732
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","T","fine","Other Roots",0.373
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","T","fine","Other Roots",0.61
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","T","fine","Other Roots",0.557
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","M","coarse","Eriophorum vaginatum",NA
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","M","coarse","Eriophorum vaginatum",NA
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","M","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","M","fine","Eriophorum vaginatum",0.017
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","M","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","M","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","M","fine","Eriophorum vaginatum",NA
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","M","fine","Eriophorum vaginatum",0.035
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","M","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","M","fine","Eriophorum vaginatum",NA
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","M","fine","Eriophorum vaginatum",0.18
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","M","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","M","fine","Eriophorum vaginatum",0.053
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","M","fine","Eriophorum vaginatum",0.003
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","M","fine","Eriophorum vaginatum",0.042
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","M","fine","Eriophorum vaginatum",0.043
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","M","fine","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","M","fine","Eriophorum vaginatum",0.004
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","M","coarse","Carex bigelowii",NA
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","M","coarse","Carex bigelowii",NA
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","M","coarse","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","M","fine","Carex bigelowii",0.014
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","M","fine","Carex bigelowii",NA
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","M","fine","Carex bigelowii",0.091
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","M","fine","Carex bigelowii",NA
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","M","fine","Carex bigelowii",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","M","fine","Carex bigelowii",0.077
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","M","coarse","Other Roots",NA
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","M","coarse","Other Roots",NA
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","M","coarse","Other Roots",0
"2012-07-25 to 2012-07-30","MAT06","1","CT","1","M","fine","Other Roots",0.734
"2012-07-25 to 2012-07-30","MAT06","1","CT","2","M","fine","Other Roots",0.164
"2012-07-25 to 2012-07-30","MAT06","1","CT","3","M","fine","Other Roots",0.815
"2012-07-25 to 2012-07-30","MAT06","1","CT","4","M","fine","Other Roots",NA
"2012-07-25 to 2012-07-30","MAT06","1","CT","5","M","fine","Other Roots",0.082
"2012-07-25 to 2012-07-30","MAT06","2","CT","1","M","fine","Other Roots",1.517
"2012-07-25 to 2012-07-30","MAT06","2","CT","2","M","fine","Other Roots",NA
"2012-07-25 to 2012-07-30","MAT06","2","CT","3","M","fine","Other Roots",0.132
"2012-07-25 to 2012-07-30","MAT06","2","CT","4","M","fine","Other Roots",0.076
"2012-07-25 to 2012-07-30","MAT06","2","CT","5","M","fine","Other Roots",0.31
"2012-07-25 to 2012-07-30","MAT06","3","CT","1","M","fine","Other Roots",0.46
"2012-07-25 to 2012-07-30","MAT06","3","CT","2","M","fine","Other Roots",0.963
"2012-07-25 to 2012-07-30","MAT06","3","CT","3","M","fine","Other Roots",0.114
"2012-07-25 to 2012-07-30","MAT06","3","CT","4","M","fine","Other Roots",1.629
"2012-07-25 to 2012-07-30","MAT06","3","CT","5","M","fine","Other Roots",0.351
"2012-07-25 to 2012-07-30","MAT06","1","F2","1","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","F2","2","O","coarse","Eriophorum vaginatum",0
"2012-07-25 to 2012-07-30","MAT06","1","F2","3","O","coarse","Eriophorum vaginatum",0
